MITRE Descriptions,Tactic,Other Tactics
An adversary may abuse Active Directory authentication encryption properties to gain access to credentials on Windows systems.,CREDENTIAL_ACCESS,"DEFENSE_EVASION, PERSISTENCE"
"An adversary may set this property at various scopes through Local Group Policy Editor, user properties, Fine-Grained Password Policy (FGPP), or via the ActiveDirectory PowerShell module.",CREDENTIAL_ACCESS,"DEFENSE_EVASION, PERSISTENCE"
"APT28 deployed the open source tool Responder to conduct NetBIOS Name Service poisoning, which captured usernames and hashed passwords that allowed access to legitimate credentials",CREDENTIAL_ACCESS,DISCOVERY
Attor has a file uploader plugin that automatically exfiltrates the collected data and log files to the C2 server,EXFILTRATION,
Doki has used a script that gathers information from a hardcoded list of IP addresses and uploads to an Ngrok URL,EXFILTRATION,
Rover automatically searches for files on local drives based on a predefined list of file extensions and sends them to the command and control server every 60 minutes.,EXFILTRATION,
Adversaries may abuse traffic mirroring to mirror or redirect network traffic through other network infrastructure they control.,EXFILTRATION,
"Adversaries may use traffic duplication in conjunction with Network Sniffing, Input Capture, or Adversary-in-the-Middle depending on the goals and objectives of the adversary.",EXFILTRATION,
An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds.,EXFILTRATION,
Carbanak exfiltrates data in compressed chunks if a message is larger than 4096 bytes,EXFILTRATION,
Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel.,EXFILTRATION,
Hydraq connects to a predefined domain on port 443 to exfil gathered information,EXFILTRATION,
Adversaries may steal data by exfiltrating it over an asymmetrically encrypted network protocol other than that of the existing command and control channel.,EXFILTRATION,
APT28 has exfiltrated archives of collected data previously staged on a target's OWA server via HTTPS,EXFILTRATION,
Adversaries may steal data by exfiltrating it over an existing command and control channel,EXFILTRATION,
"Adversaries may choose to do this if they have sufficient access or proximity, and the connection might not be secured or defended as well as the primary Internet-connected channel because it is not routed through the same enterprise network.",EXFILTRATION,
Adversaries may choose to do this if they have sufficient access and proximity.,EXFILTRATION,
"Flame has a module named BeetleJuice that contains Bluetooth functionality that may be used in different ways, including transmitting encoded information from the infected system over the Bluetooth protocol, acting as a Bluetooth beacon, and identifying other Bluetooth devices in the vicinity.",EXFILTRATION,
Adversaries may attempt to data over a USB connected physical device.,EXFILTRATION,
Data loss prevention can be detect and block sensitive data being uploaded to web services via web browsers.,EXFILTRATION,
Adversaries may schedule data to be performed only at certain times of day or at certain intervals.,EXFILTRATION,
Chrommme can set itself to sleep before requesting a new command from C2.,EXFILTRATION,
Flagpro has the ability to wait for a specified time interval between communicating with and executing commands from C2,EXFILTRATION,
Kazuar can sleep for a specific time and be set to communicate at specific intervals.,EXFILTRATION,
Linfo creates a backdoor through which remote attackers can change the frequency at which compromised hosts contact remote C2 infrastructure.[,EXFILTRATION,
Machete sends stolen data to the C2 server every 10 minutes,EXFILTRATION,
TinyTurla contacts its C2 based on a scheduled timing set in its configuration,EXFILTRATION,
A defender who is monitoring for large transfers to outside the cloud environment through normal file transfers or over command and control channels may not be watching for data transfers to another account within the same cloud provider.,EXFILTRATION,
Adversaries may circumvent mechanisms designed to control elevate privileges to gain higher-level permissions.,DEFENSE_EVASION,PRIVILEGE_ESCALATION
"Instead of creating an entry in the sudoers file, which must be done by root, any user can specify the setuid or setgid flag to be set for their own applications",DEFENSE_EVASION,PRIVILEGE_ESCALATION
Debuggers are typically used by defenders to trace and/or analyze the execution of potential malware payloads.,DEFENSE_EVASION,DISCOVERY
Debugger evasion may include changing behaviors based on the results of the checks for the presence of artifacts indicative of a debugged environment.,DEFENSE_EVASION,DISCOVERY
dversaries may use the information learned from these debugger checks during automated discovery to shape follow-on behaviors.,DEFENSE_EVASION,DISCOVERY
DRATzarus can use IsDebuggerPresent to detect whether a debugger is present on a victim,DEFENSE_EVASION,DISCOVERY
Adversaries may deploy a container into an environment to facilitate execution or evade defenses.آ ,DEFENSE_EVASION,EXECUTION
Adversaries may deploy containers based on retrieved or built malicious images or from benign images that download and execute malicious payloads at runtime,DEFENSE_EVASION,EXECUTION
Kinsing was run through a deployed Ubuntu container,DEFENSE_EVASION,EXECUTION
"Peirates can deploy a pod that mounts its nodeâ€™s root file system, then execute a command to create a reverse shell on the node.",DEFENSE_EVASION,EXECUTION
TeamTNT has deployed different types of containers into victim environments to facilitate execution,DEFENSE_EVASION,EXECUTION
Adversaries may maliciously modify a part of this process to either reveal credentials or bypass authentication mechanisms.,DEFENSE_EVASION,"CREDENTIAL_ACCESS, PERSISTENCE"
SILENTTRINITY can create a backdoor in KeePass using a malicious config file and in TortoiseSVN using a registry hook,DEFENSE_EVASION,"CREDENTIAL_ACCESS, PERSISTENCE"
"Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network",DISCOVERY,CREDENTIAL_ACCESS
"An adversary may place a network interface into promiscuous mode to passively access data in transit over the network, or use span ports to capture a larger amount of data.",DISCOVERY,CREDENTIAL_ACCESS
Adversaries may still be able to use traffic mirroring services to sniff network traffic from virtual machines.,DISCOVERY,CREDENTIAL_ACCESS
"AWS Traffic Mirroring, GCP Packet Mirroring, and Azure vTap allow users to define specified instances to collect traffic from and specified targets to send collected traffic to",DISCOVERY,CREDENTIAL_ACCESS
The adversary can then use exfiltration techniques such as Transfer Data to Cloud Account in order to access the sniffed traffic.,DISCOVERY,CREDENTIAL_ACCESS
APT33 has used SniffPass to collect credentials by sniffing network traffic,DISCOVERY,CREDENTIAL_ACCESS
Emotet has been observed to hook network APIs to monitor network traffic.,DISCOVERY,CREDENTIAL_ACCESS
Impacket can be used to sniff network traffic via an interface or raw socket,DISCOVERY,CREDENTIAL_ACCESS
Sandworm Team has used intercepter-NG to sniff passwords in network traffic,DISCOVERY,CREDENTIAL_ACCESS
"Regin appears to have functionality to sniff for credentials passed over HTTP, SMTP, and SMB.",DISCOVERY,CREDENTIAL_ACCESS
Adversaries may attempt to get a listing of open application windows.,DISCOVERY,
Attor can obtain application window titles and then determines which windows to perform Screen Capture on,DISCOVERY,
The discovery modules used with Duqu can collect information on open windows.,DISCOVERY,
Kazuar gathers information about opened windows.,DISCOVERY,
NetTraveler reports window names along with keylogger information to provide application context.,DISCOVERY,
An adversary may attempt to discover infrastructure and resources that are available within an infrastructure-as-a-service (IaaS) environment.,DISCOVERY,
"An adversary may also use this information to change the configuration to make the bucket publicly accessible, allowing data to be accessed without authentication.",DISCOVERY,
Adversaries can use this information to determine the potential value of databases and discover the requirements to access them,DISCOVERY,
"The discovery of these resources may inform an adversaryâ€™s next steps in the environment, such as how to perform lateral movement and which methods to utilize for execution.",DISCOVERY,
Peirates can enumerate Kubernetes pods in a given namespace,DISCOVERY,
Hildegard has used masscan to search for kubelets and the kubelet API for additional running containers,DISCOVERY,
AdFind can gather information about organizational units (OUs) and domain trusts from Active Directory.,DISCOVERY,
Bazar can use Nltest tools to obtain information about the domain,DISCOVERY,
The adversary can then use exfiltration techniques such as Transfer Data to Cloud Account in order to access the sniffed traffic,DISCOVERY,CREDENTIAL_ACCESS
Adversaries may attempt to access detailed information about the password policy used within an enterprise network or cloud environment,DISCOVERY,
"Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls.",LATERAL_MOVEMENT,DEFENSE_EVASION
Caching alternate authentication material allows the system to verify an identity has successfully authenticated without asking the user to reenter authentication factor(s),LATERAL_MOVEMENT,DEFENSE_EVASION
adversaries are able to bypass system access controls and authenticate to systems without knowing the plaintext password or any additional authentication factors.,LATERAL_MOVEMENT,DEFENSE_EVASION
"APT29 used forged SAML tokens that allowed the actors to impersonate users and bypass MFA, enabling APT29 to access enterprise cloud applications and services",LATERAL_MOVEMENT,DEFENSE_EVASION
FoggyWeb can allow abuse of a compromised AD FS server's SAML token.,LATERAL_MOVEMENT,DEFENSE_EVASION
Application access tokens are used to make authorized API requests on behalf of a user or service and are commonly used as a way to access resources in cloud and container-based applications and software-as-a-service (SaaS),LATERAL_MOVEMENT,DEFENSE_EVASION
The adversary can then use this token to request data or perform actions the original account could not.,LATERAL_MOVEMENT,DEFENSE_EVASION
adversary may be able to gain initial access to a Cloud Account or escalate their privileges.,LATERAL_MOVEMENT,DEFENSE_EVASION
"if a token grants access to a victimâ€™s primary email, the adversary may be able to extend access to all other services which the target subscribes by triggering forgotten password routines.",LATERAL_MOVEMENT,DEFENSE_EVASION
APT29 has used compromised service principals to make changes to the Office 365 environment,LATERAL_MOVEMENT,DEFENSE_EVASION
Peirates can use stolen service account tokens to perform its operations. It also enables adversaries to switch between valid service accounts,LATERAL_MOVEMENT,DEFENSE_EVASION
"Adversaries may ""pass the hash"" using stolen password hashes to move laterally within an environment, bypassing normal system access controls.",LATERAL_MOVEMENT,
"Adversaries may also use stolen password hashes to ""overpass the hash.""",LATERAL_MOVEMENT,
"Adversaries may ""pass the ticket"" using stolen Kerberos tickets to move laterally within an environment, bypassing normal system access controls.",LATERAL_MOVEMENT,
Adversaries can use stolen session cookies to authenticate to web applications and services.,LATERAL_MOVEMENT,
"Adversaries may use Valid Accounts to log into a service specifically designed to accept remote connections, such as telnet, SSH, and VNC.",LATERAL_MOVEMENT,
"Domains provide centralized identity management, allowing users to login using one set of credentials across the entire network",LATERAL_MOVEMENT,
"If an adversary is able to obtain a set of valid domain credentials, they could login to many different machines using remote access protocols such as secure shell (SSH) or remote desktop protocol (RDP)",LATERAL_MOVEMENT,
Adversaries can abuse applications such as ARD to gain remote code execution and perform lateral movement,LATERAL_MOVEMENT,
Kivars has the ability to remotely trigger keyboard input and mouse clicks,LATERAL_MOVEMENT,
Adversaries may use Valid Accounts to interact with a remote network share using Server Message Block (SMB).,LATERAL_MOVEMENT,
"Adversaries may use SMB to interact with file shares, allowing them to move laterally throughout a network",LATERAL_MOVEMENT,
"Through DCOM, adversaries operating in the context of an appropriately privileged user can remotely obtain arbitrary and even direct shellcode execution through Office applications as well as other Windows objects that contain insecure methods",LATERAL_MOVEMENT,
"An adversary may need to determine if the remote system is in a vulnerable state, which may be done through Network Service Discovery",LATERAL_MOVEMENT,
"Discovery methods looking for common, vulnerable software that may be deployed in the network, the lack of certain patches that may indicate vulnerabilities, or security software that may be used to detect or contain remote exploitation.",LATERAL_MOVEMENT,
APT28 exploited a Windows SMB Remote Code Execution Vulnerability to conduct lateral movement,LATERAL_MOVEMENT,
Emotet has been seen exploiting SMB via a vulnerability exploit like EternalBlue (MS17-010) to achieve lateral movement and propagation,LATERAL_MOVEMENT,
Fox Kitten has exploited known vulnerabilities in remote services including RDP,LATERAL_MOVEMENT,
Adversaries attempt to take advantage of a trusted internal account to increase the likelihood of tricking the target into falling for the phish attempt,LATERAL_MOVEMENT,
Adversaries may copy files between internal victim systems to support lateral movement using inherent file sharing protocols such as file sharing over SMB/Windows Admin Shares to connected network shares or with authenticated connections via Remote Desktop Protocol.,LATERAL_MOVEMENT,
DustySky searches for network drives and removable media and duplicates itself onto them.,LATERAL_MOVEMENT,
"LockerGoga has been observed moving around the victim network via SMB, indicating the actors behind this ransomware are manually copying files form computer to computer instead of self-propagating",LATERAL_MOVEMENT,
Adversaries may commandeer these sessions to carry out actions on remote systems.,LATERAL_MOVEMENT,
Adversaries may manipulate victim DNS settings to enable other malicious activities such as preventing/redirecting users from accessing legitimate sites and/or pushing additional malware,COLLECTION,CREDENTIAL_ACCESS
"Adversaries may also leverage the AiTM position to attempt to monitor and/or modify traffic, such as in Transmitted Data Manipulation.",COLLECTION,CREDENTIAL_ACCESS
"Adversaries can setup a position similar to AiTM to prevent traffic from flowing to the appropriate destination, potentially to Impair Defenses and/or in support of a Network Denial of Service.",COLLECTION,CREDENTIAL_ACCESS
Dok proxies web traffic to potentially monitor and alter victim HTTP(S) traffic,COLLECTION,CREDENTIAL_ACCESS
Kimsuky has used modified versions of PHProxy to examine web traffic between the victim and the accessed website,COLLECTION,CREDENTIAL_ACCESS
"By responding to LLMNR/NBT-NS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system.",COLLECTION,CREDENTIAL_ACCESS
"Adversaries can spoof an authoritative source for name resolution on a victim network by responding to LLMNR traffic as if they know the identity of the requested host, effectively poisoning the service so that the victims will communicate with the adversary controlled system.",COLLECTION,CREDENTIAL_ACCESS
The adversary can then collect the hash information sent over the wire through tools that monitor the ports for traffic or through Network Sniffing and crack the hashes offline through Brute Force to obtain the plaintext passwords.,COLLECTION,CREDENTIAL_ACCESS
adversary has access to a system that is in the authentication path between systems or when automated scans that use credentials attempt to authenticate to an adversary controlled system,COLLECTION,CREDENTIAL_ACCESS
Empire can use Inveigh to conduct name service poisoning for credential theft and associated relay attacks,COLLECTION,CREDENTIAL_ACCESS
Responder is used to poison name services to gather hashes and credentials from systems within a local network,COLLECTION,CREDENTIAL_ACCESS
"Wizard Spider has used the Invoke-Inveigh PowerShell cmdlets, likely for name service poisoning",COLLECTION,CREDENTIAL_ACCESS
An adversary may passively wait for an ARP request to poison the ARP cache of the requesting device.,COLLECTION,CREDENTIAL_ACCESS
"The adversary may reply with their MAC address, thus deceiving the victim by making them believe that they are communicating with the intended networked device.",COLLECTION,CREDENTIAL_ACCESS
Adversaries may also send a gratuitous ARP reply that maliciously announces the ownership of a particular IP address to all the devices in the local network segment.,COLLECTION,CREDENTIAL_ACCESS
Adversaries may use ARP cache poisoning as a means to intercept network traffic.,COLLECTION,CREDENTIAL_ACCESS
Cleaver has used custom tools to facilitate ARP cache poisoning.,COLLECTION,CREDENTIAL_ACCESS
Adversaries may redirect network traffic to adversary-owned systems by spoofing Dynamic Host Configuration Protocol (DHCP) traffic and acting as a malicious DHCP server on the victim network.,COLLECTION,CREDENTIAL_ACCESS
"Adversaries may spoof as a rogue DHCP server on the victim network, from which legitimate hosts may receive malicious network configurations.",COLLECTION,CREDENTIAL_ACCESS
Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.,COLLECTION,CREDENTIAL_ACCESS
Adversaries may abuse various utilities to compress or encrypt data before exfiltration,COLLECTION,
"APT28 has used a variety of utilities, including WinRAR, to archive collected data with password protection",COLLECTION,
An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries.,COLLECTION,
an adversary may use automated techniques for collecting internal data.,COLLECTION,
pivoting browser traffic from the adversary's browser through the user's browser by setting up a proxy which will redirect web traffic.,COLLECTION,
The adversary assumes the security context of whichever browser process the proxy is injected into.,COLLECTION,
Adversaries may use methods of capturing user input to obtain credentials or collect information.,COLLECTION,
"Kobalosآ has used a compromised SSH client to capture the hostname, port, username and password used to establish an SSH connection from the compromised host",COLLECTION,
"Adversaries who use ransomware may first perform this and other Impact behaviors, such as Data Destruction and Defacement, before completing the Data Encrypted for Impact objective",IMPACT,
Adversaries may attempt to overwrite files and directories with randomly generated data to make it irrecoverable,IMPACT,
"Adversaries may leverage access to delete cloud storage, cloud storage accounts, machine images, and other infrastructure crucial to operations to damage an organization or their customers",IMPACT,
APT38 has used a custom secure delete function to make deleted files unrecoverable,IMPACT,
"Adversaries may need to first employ other behaviors, such as File and Directory Permissions Modification or System Shutdown/Reboot, in order to unlock and/or gain access to manipulate these files",IMPACT,
APT41 used a ransomware called Encryptor RaaS to encrypt files on the targeted systems and provide a ransom note to the user,IMPACT,
"BitPaymer can import a hard-coded RSA 1024-bit public key, generate a 128-bit RC4 key for each file, and encrypt the file in place, appending",IMPACT,
"Adversaries may insert, delete, or manipulate data at rest in order to influence external outcomes or hide activity, thus threatening the integrity of the data.",IMPACT,
"APT38 has used DYEPACK to create, delete, and alter records in databases used for SWIFT transactions",IMPACT,
"Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity, thus threatening the integrity of the data",IMPACT,
Melcoz can monitor the clipboard for cryptocurrency addresses and change the intended address to one controlled by the adversary,IMPACT,
"Adversaries may modify systems in order to manipulate the data as it is accessed and displayed to an end user, thus threatening the integrity of the data",IMPACT,
Adversaries may alter application binaries used to display data in order to cause runtime manipulations.,IMPACT,
APT38 has used DYEPACK.FOX to manipulate PDF data as it is accessed to remove traces of fraudulent SWIFT transactions from the data displayed to the end user,IMPACT,
"An adversary may deface systems internal to an organization in an attempt to intimidate or mislead users, thus discrediting the integrity of the systems.",IMPACT,
"An adversary may deface systems external to an organization in an attempt to deliver messaging, intimidate, or otherwise mislead an organization or users.",IMPACT,
Adversaries may wipe or corrupt raw disk data on specific systems or in large numbers in a network to interrupt availability to system and network resources.,IMPACT,
Adversaries may erase the contents of storage devices on specific systems or in large numbers in a network to interrupt availability to system and network resources.,IMPACT,
Adversaries may partially or completely overwrite the contents of a storage device rendering the data irrecoverable through the storage interface,IMPACT,
Adversaries have been observed leveraging third-party drivers like RawDisk to directly access disk content,IMPACT,
Adversaries may attempt to render the system unable to boot by overwriting critical data located in structures such as the master boot record (MBR) or partition table,IMPACT,
APT37 has access to destructive malware that is capable of overwriting a machine's Master Boot Record (MBR),IMPACT,
Adversaries may launch a denial of service (DoS) attack targeting an endpoint's operating system (OS).,IMPACT,
Adversaries may target the different network services provided by systems to conduct a denial of service (DoS).,IMPACT,
"Adversaries often target the availability of DNS and web services, however others have been targeted as well.",IMPACT,
"Adversaries may target resource intensive features of applications to cause a denial of service (DoS), denying availability to those applications.",IMPACT,
Adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users.,IMPACT,
"Adversaries may exploit known or zero-day vulnerabilities to crash applications and/or systems, which may also lead to dependent applications and/or systems to be in a DoS condition.",IMPACT,
"adversaries may manipulate, overwrite, or corrupt firmware in order to deny the use of the system or devices.",IMPACT,
Adversaries may delete or remove built-in operating system data and turn off services designed to aid in the recovery of a corrupted system to prevent recovery.,IMPACT,
"Adversaries can use purchased domains for a variety of purposes, including for Phishing, Drive-by Compromise, and Command and Control",RESOURCE_DEVELOPMENT,
"Adversaries may choose domains that are similar to legitimate domains, including through use of homoglyphs or use of a different top-level domain (TLD).",RESOURCE_DEVELOPMENT,
Adversaries may further interrupt efforts to track their infrastructure by using varied registration information and purchasing domains with different domain registrars,RESOURCE_DEVELOPMENT,
"APT29 has acquired C2 domains, sometimes through resellers",RESOURCE_DEVELOPMENT,
"By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them.",RESOURCE_DEVELOPMENT,
Adversaries may only need a lightweight setup if most of their activities will take place using online infrastructure.,RESOURCE_DEVELOPMENT,
Sandworm Team has leased servers from resellers instead of leasing infrastructure directly from hosting companies to enable its operations,RESOURCE_DEVELOPMENT,
"Adversaries may purchase a subscription to use an existing botnet from a booter/stresser service. With a botnet at their disposal, adversaries may perform follow-on activity such as large-scale Phishing or Distributed Denial of Service (DDoS)",RESOURCE_DEVELOPMENT,
"A variety of popular websites exist for adversaries to register for a web-based service that can be abused during later stages of the adversary lifecycle, such as during Command and Control (Web Service) or Exfiltration Over Web Service.",RESOURCE_DEVELOPMENT,
"Adversaries can use a compromised social media profile to create new, or hijack existing, connections to targets of interest",RESOURCE_DEVELOPMENT,
Adversaries may compromise third-party DNS servers that can be used during targeting,RESOURCE_DEVELOPMENT,
Adversaries may also be able to silently create subdomains pointed at malicious servers without tipping off the actual owner of the DNS server,RESOURCE_DEVELOPMENT,
Turla has used the VPS infrastructure of compromised Iranian threat actors,RESOURCE_DEVELOPMENT,
"Adversaries may also conduct a takeover of an existing botnet, such as redirecting bots to adversary-controlled C2 servers",RESOURCE_DEVELOPMENT,
Adversaries may create self-signed code signing certificates that can be used during targeting,RESOURCE_DEVELOPMENT,
Adversaries may use information acquired via Vulnerabilities to focus exploit development efforts.,RESOURCE_DEVELOPMENT,
adversaries may also use compromised websites for non-exploitation behavior such as acquiring Application Access Token.,INITIAL_ACCESS,
"A legitimate website is compromised where adversaries have injected some form of malicious code such as JavaScript, iFrames, and cross-site scripting.",INITIAL_ACCESS,
"Often the website used by an adversary is one visited by a specific community, such as government, a particular industry, or region, where the goal is to compromise a specific user or set of users based on a shared interest.",INITIAL_ACCESS,
"Adversaries may also use compromised websites to deliver a user to a malicious application designed to Steal Application Access Tokens, like OAuth tokens, to gain access to protected applications and information.",INITIAL_ACCESS,
"Andariel has used watering hole attacks, often with zero-day exploits, to gain initial access to victims within a specific IP range",INITIAL_ACCESS,
"Adversaries may attempt to take advantage of a weakness in an Internet-facing computer or program using software, data, or commands in order to cause unintended or unanticipated behavior.",INITIAL_ACCESS,
