ID,name,description,url,created,last modified,version,contributors,tactics,detection,platforms,tactic type,MTC ID,relationship citations
T1627.001,Geofencing,"Adversaries may use a device’s geographical location to limit certain malicious behaviors. For example, malware operators may limit the distribution of a second stage payload to certain geographic regions.(Citation: Lookout eSurv)

[Geofencing](https://attack.mitre.org/techniques/T1627/001) is accomplished by persuading the user to grant the application permission to access location services. The application can then collect, process, and exfiltrate the device’s location to perform location-based actions, such as ceasing malicious behavior or showing region-specific advertisements. 

One method to accomplish [Geofencing](https://attack.mitre.org/techniques/T1627/001) on Android is to use the built-in Geofencing API to automatically trigger certain behaviors when the device enters or exits a specified radius around a geographical location. Similar to  other [Geofencing](https://attack.mitre.org/techniques/T1627/001) methods, this requires that the user has granted the `ACCESS_FINE_LOCATION` and `ACCESS_BACKGROUND_LOCATION` permissions. The latter is only required if the application targets Android 10 (API level 29) or higher. However, Android 11 introduced additional permission controls that may restrict background location collection based on user permission choices at runtime. These additional controls include ""Allow only while using the app"", which will effectively prohibit background location collection.  

Similarly, on iOS, developers can use built-in APIs to setup and execute geofencing. Depending on the use case, the app will either need to call `requestWhenInUseAuthorization()` or `requestAlwaysAuthorization()`, depending on when access to the location services is required. Similar to Android, users also have the option to limit when the application can access the device’s location, including one-time use and only when the application is running in the foreground.  

[Geofencing](https://attack.mitre.org/techniques/T1627/001) can be used to prevent exposure of capabilities in environments that are not intended to be compromised or operated within. For example, location data could be used to limit malware spread and/or capabilities, which could also potentially evade application analysis environments (ex: malware analysis outside of the target geographic area). Other malicious usages could include showing language-specific input prompts and/or advertisements.",https://attack.mitre.org/techniques/T1627/001,30 March 2022,21 April 2022,1.0,,Defense Evasion,"Users can review which applications have location permissions in the operating system’s settings menu. On Android 10 and later, the system shows a notification to the user when an app has been accessing device location in the background. Application vetting services can detect unnecessary and potentially abused location permissions or API calls.","Android, iOS",Post-Adversary Device Access,,"(Citation: BlackBerry Bahamut),(Citation: Lookout eSurv),"
T1628,Hide Artifacts,"Adversaries may attempt to hide artifacts associated with their behaviors to evade detection. Mobile operating systems have features and developer APIs to hide various artifacts, such as an application’s launcher icon. These APIs have legitimate usages, such as hiding an icon to avoid application drawer clutter when an application does not have a usable interface. Adversaries may abuse these features and APIs to hide artifacts from the user to evade detection.",https://attack.mitre.org/techniques/T1628,30 March 2022,08 April 2022,1.0,,Defense Evasion,The user can examine the list of all installed applications in the device settings. Application vetting services could potentially detect the usage of APIs intended for artifact hiding.,Android,Post-Adversary Device Access,,","
T1625,Hijack Execution Flow,"Adversaries may execute their own malicious payloads by hijacking the way operating systems run applications. Hijacking execution flow can be for the purposes of persistence since this hijacked execution may reoccur over time. 

There are many ways an adversary may hijack the flow of execution. A primary way is by manipulating how the operating system locates programs to be executed. How the operating system locates libraries to be used by a program can also be intercepted. Locations where the operating system looks for programs or resources, such as file directories, could also be poisoned to include malicious payloads.",https://attack.mitre.org/techniques/T1625,30 March 2022,05 April 2022,1.0,,Persistence,Mobile threat defense agents could detect unauthorized operating system modifications by using attestation.,Android,Post-Adversary Device Access,APP-27,",(Citation: Android-VerifiedBoot)"
T1617,Hooking,"Adversaries may utilize hooking to hide the presence of artifacts associated with their behaviors to evade detection. Hooking can be used to modify return values or data structures of system APIs and function calls. This process typically involves using 3rd party root frameworks, such as Xposed or Magisk, with either a system exploit or pre-existing root access. By including custom modules for root frameworks, adversaries can hook system APIs and alter the return value and/or system data structures to alter functionality/visibility of various aspects of the system.",https://attack.mitre.org/techniques/T1617,24 September 2021,24 October 2022,1.0,"Jörg Abraham, EclecticIQ",Defense Evasion,"Hooking can be difficult to detect, and therefore enterprises may be better served focusing on detection at other stages of adversarial behavior.",Android,Post-Adversary Device Access,,"(Citation: Lookout-Monokle),"
T1629,Impair Defenses,"Adversaries may maliciously modify components of a victim environment in order to hinder or disable defensive mechanisms. This not only involves impairing preventative defenses, such as anti-virus, but also detection capabilities that defenders can use to audit activity and identify malicious behavior. This may span both native defenses as well as supplemental capabilities installed by users or mobile endpoint administrators.",https://attack.mitre.org/techniques/T1629,01 April 2022,05 April 2022,1.0,,Defense Evasion,Mobile security products integrated with Samsung Knox for Mobile Threat Defense can monitor processes to see if security tools are killed or stop running. Application vetting can detect many techniques associated with impairing device defenses.(Citation: Samsung Knox Mobile Threat Defense),Android,Post-Adversary Device Access,APP-22,","
T1430.002,Impersonate SS7 Nodes,"Adversaries may exploit the lack of authentication in signaling system network nodes to track the to track the location of mobile devices by impersonating a node.(Citation: Engel-SS7)(Citation: Engel-SS7-2008)(Citation: 3GPP-Security)(Citation: Positive-SS7)(Citation: CSRIC5-WG10-FinalReport) 

 

By providing the victim’s MSISDN (phone number) and impersonating network internal nodes to query subscriber information from other nodes, adversaries may use data collected from each hop to eventually determine the device’s geographical cell area or nearest cell tower.(Citation: Engel-SS7)",https://attack.mitre.org/techniques/T1430/002,05 April 2022,21 October 2022,1.0,,"Collection, Discovery","Network carriers may be able to use firewalls, Intrusion Detection Systems (IDS), or Intrusion Prevention Systems (IPS) to detect and/or block SS7 exploitation.(Citation: CSRIC-WG1-FinalReport) The CSRIC also suggests threat information sharing between telecommunications industry members.","Android, iOS",,CEL-38,"(Citation: CitizenLab Circles),(Citation: CSRIC-WG1-FinalReport)"
T1630,Indicator Removal on Host,"Adversaries may delete, alter, or hide generated artifacts on a device, including files, jailbreak status, or the malicious application itself. These actions may interfere with event collection, reporting, or other notifications used to detect intrusion activity. This may compromise the integrity of mobile security solutions by causing notable events or information to go unreported.",https://attack.mitre.org/techniques/T1630,30 March 2022,08 April 2022,1.0,,Defense Evasion,"Mobile security products can detect which applications can request device administrator permissions. Users can view applications with administrator access through the device settings, and may also notice if user data is inexplicably missing. Users can see a list of applications that can use accessibility services in the device settings. Application vetting services could look for use of APIs that could indicate the application is trying to hide activity.","Android, iOS",Post-Adversary Device Access,APP-43,","
T1544,Ingress Tool Transfer,Adversaries may transfer tools or other files from an external system onto a compromised device to facilitate follow-on actions. Files may be copied from an external adversary-controlled system through the command and control channel  or through alternate protocols with another tool such as FTP.,https://attack.mitre.org/techniques/T1544,21 January 2020,06 April 2022,2.0,,Command and Control,Application vetting services could look for connections to unknown domains or IP addresses. Application vetting services may indicate precisely what content was requested during application execution.,"Android, iOS",Post-Adversary Device Access,,"(Citation: SecureList - ViceLeaker 2019),(Citation: Wandera-RedDrop),(Citation: Lookout-Monokle),(Citation: Bitdefender Mandrake),"
T1417,Input Capture,"Adversaries may use methods of capturing user input to obtain credentials or collect information. During normal device usage, users often provide credentials to various locations, such as login pages/portals or system dialog boxes. Input capture mechanisms may be transparent to the user (e.g. [Keylogging](https://attack.mitre.org/techniques/T1417/001)) or rely on deceiving the user into providing input into what they believe to be a genuine application prompt (e.g. [GUI Input Capture](https://attack.mitre.org/techniques/T1417/002)).",https://attack.mitre.org/techniques/T1417,25 October 2017,11 April 2022,2.2,,"Collection, Credential Access",Application vetting services can look for applications requesting the permissions granting access to accessibility services or application overlay. Users can view and manage installed third-party keyboards.,"Android, iOS",Post-Adversary Device Access,APP-31,",(Citation: Android 12 Features),(Citation: Samsung Keyboards)"
T1516,Input Injection,"A malicious application can inject input to the user interface to mimic user interaction through the abuse of Android's accessibility APIs.

[Input Injection](https://attack.mitre.org/techniques/T1516) can be achieved using any of the following methods:

* Mimicking user clicks on the screen, for example to steal money from a user's PayPal account.(Citation: android-trojan-steals-paypal-2fa)
* Injecting global actions, such as `GLOBAL_ACTION_BACK` (programatically mimicking a physical back button press), to trigger actions on behalf of the user.(Citation: Talos Gustuff Apr 2019)
* Inserting input into text fields on behalf of the user. This method is used legitimately to auto-fill text fields by applications such as password managers.(Citation: bitwarden autofill logins)",https://attack.mitre.org/techniques/T1516,15 September 2019,24 October 2022,1.1,"Lukáš Štefanko, ESET","Defense Evasion, Impact",Users can view applications that have registered accessibility services in the accessibility menu within the device settings.,Android,Post-Adversary Device Access,,"(Citation: ThreatFabric Ginp),(Citation: WhiteOps TERRACOTTA),(Citation: Threat Fabric Cerberus),(Citation: Talos Gustuff Apr 2019),(Citation: Kaspersky Riltok June 2019),(Citation: SecurityIntelligence TrickMo),(Citation: CheckPoint Cerberus),(Citation: ESET DEFENSOR ID),(Citation: Google Security Zen),(Citation: Bitdefender Mandrake),"
T1634.001,Keychain,"Adversaries may collect keychain data from an iOS device to acquire credentials. Keychains are the built-in way for iOS to keep track of users' passwords and credentials for many services and features such as Wi-Fi passwords, websites, secure notes, certificates, private keys, and VPN credentials. 

On the device, the keychain database is stored outside of application sandboxes to prevent unauthorized access to the raw data. Standard iOS APIs allow applications access to their own keychain contained within the database. By utilizing a privilege escalation exploit or existing root access, adversaries can access the entire encrypted database.(Citation: Apple Keychain Services)(Citation: Elcomsoft Decrypt Keychain) ",https://attack.mitre.org/techniques/T1634/001,01 April 2022,05 April 2022,1.0,,Credential Access,"Mobile security products can potentially detect jailbroken devices. Application vetting services may be able to detect known privilege escalation exploits contained within applications, as well as searching application packages for strings that correlate to known password store locations.",iOS,Post-Adversary Device Access,AUT-11,"(Citation: Google Project Zero Insomnia),"
T1417.001,Keylogging,"Adversaries may log user keystrokes to intercept credentials or other information from the user as the user types them.

Some methods of keylogging include:

* Masquerading as a legitimate third-party keyboard to record user keystrokes.(Citation: Zeltser-Keyboard) On both Android and iOS, users must explicitly authorize the use of third-party keyboard apps. Users should be advised to use extreme caution before granting this authorization when it is requested.
* Abusing accessibility features. On Android, adversaries may abuse accessibility features to record keystrokes by registering an `AccessibilityService` class, overriding the `onAccessibilityEvent` method, and listening for the `AccessibilityEvent.TYPE_VIEW_TEXT_CHANGED` event type. The event object passed into the function will contain the data that the user typed. 
*Additional methods of keylogging may be possible if root access is available. 
",https://attack.mitre.org/techniques/T1417/001,05 April 2022,19 April 2022,1.0,,"Collection, Credential Access","On Android, users can view and manage which applications have third-party keyboard access through the device settings in System -> Languages & input -> Virtual keyboard. On iOS, users can view and manage which applications have third-party keyboard access through the device settings in General -> Keyboard. 

Application vetting services can look for applications requesting the `android.permission.BIND_ACCESSIBILITY_SERVICE` permission in a service declaration. On Android, users can view and manage which applications can use accessibility services through the device settings in Accessibility. The exact device settings menu locations may vary between operating system versions.","Android, iOS",Post-Adversary Device Access,AUT-13,"(Citation: Threat Fabric Cerberus),(Citation: FlexiSpy-Features),(Citation: Talos Gustuff Apr 2019),(Citation: Cofense Anubis),(Citation: Threat Fabric Exobot),(Citation: Lookout-Monokle),(Citation: Cybereason EventBot),(Citation: SecureList BusyGasper),(Citation: BlackBerry Bahamut),(Citation: Samsung Keyboards)"
T1430,Location Tracking,"Adversaries may track a device’s physical location through use of standard operating system APIs via malicious or exploited applications on the compromised device. 

 

On Android, applications holding the `ACCESS_COAURSE_LOCATION` or `ACCESS_FINE_LOCATION` permissions provide access to the device’s physical location. On Android 10 and up, declaration of the `ACCESS_BACKGROUND_LOCATION` permission in an application’s manifest will allow applications to request location access even when the application is running in the background.(Citation: Android Request Location Permissions) Some adversaries have utilized integration of Baidu map services to retrieve geographical location once the location access permissions had been obtained.(Citation: PaloAlto-SpyDealer)(Citation: Palo Alto HenBox) 

 

On iOS, applications must include the `NSLocationWhenInUseUsageDescription`, `NSLocationAlwaysAndWhenInUseUsageDescription`, and/or `NSLocationAlwaysUsageDescription` keys in their `Info.plist` file depending on the extent of requested access to location information.(Citation: Apple Requesting Authorization for Location Services) On iOS 8.0 and up, applications call `requestWhenInUseAuthorization()` to request access to location information when the application is in use or `requestAlwaysAuthorization()` to request access to location information regardless of whether the application is in use. With elevated privileges, an adversary may be able to access location data without explicit user consent with the `com.apple.locationd.preauthorized` entitlement key.(Citation: Google Project Zero Insomnia)",https://attack.mitre.org/techniques/T1430,25 October 2017,01 April 2022,1.1,,"Collection, Discovery","Android applications requesting the `ACCESS_COARSE_LOCATION`, `ACCESS_FINE_LOCATION`, or `ACCESS_BACKGROUND_LOCATION` permissions and iOS applications including the `NSLocationWhenInUseUsageDescription`, `NSLocationAlwaysAndWhenInUseUsageDescription`, and/or `NSLocationAlwaysUsageDescription` keys in their `Info.plist` file could be scrutinized during the application vetting process. 

 

In both Android (6.0 and up) and iOS, users can view which applications have the permission to access the device location through the device settings screen and revoke permissions as necessary.  ","Android, iOS",Post-Adversary Device Access,APP-24,"(Citation: Threat Fabric Cerberus),(Citation: CYBERWARCON CHEMISTGAMES),(Citation: Talos GPlayed),(Citation: Cofense Anubis),(Citation: TrendMicro-RCSAndroid),(Citation: SecureList BusyGasper),(Citation: PaloAlto-SpyDealer),(Citation: Zscaler-SpyNote),(Citation: Lookout ViperRAT),(Citation: Lookout-EnterpriseApps),(Citation: Bitdefender Mandrake),(Citation: Zscaler TikTok Spyware),(Citation: SecureList - ViceLeaker 2019),(Citation: Lookout Uyghur Campaign),(Citation: CheckPoint-Charger),(Citation: Kaspersky-Skygofree),(Citation: Google Project Zero Insomnia),(Citation: Lookout-Monokle),(Citation: Kaspersky-WUC),(Citation: Lookout eSurv),(Citation: NYTimes-BackDoor),(Citation: CyberMerchants-FlexiSpy),(Citation: TrendMicro Coronavirus Updates),(Citation: SWB Exodus March 2019),(Citation: Lookout Desert Scorpion),(Citation: Bitdefender - Triout 2018),(Citation: Lookout-Pegasus),(Citation: Lookout-StealthMango),(Citation: CrowdStrike-Android),(Citation: Lookout FrozenCell),(Citation: Symantec GoldenCup),(Citation: Palo Alto HenBox),(Citation: Lookout Dark Caracal Jan 2018),(Citation: BlackBerry Bahamut),(Citation: Trend Micro Bouncing Golf 2019),(Citation: CSRIC5-WG10-FinalReport)"
T1461,Lockscreen Bypass,"An adversary with physical access to a mobile device may seek to bypass the device’s lockscreen. Several methods exist to accomplish this, including:

* Biometric spoofing: If biometric authentication is used, an adversary could attempt to spoof a mobile device’s biometric authentication mechanism. Both iOS and Android partly mitigate this attack by requiring the device’s passcode rather than biometrics to unlock the device after every device restart, and after a set or random amount of time.(Citation: SRLabs-Fingerprint)(Citation: TheSun-FaceID)
* Unlock code bypass: An adversaries could attempt to brute-force or otherwise guess the lockscreen passcode (typically a PIN or password), including physically observing (“shoulder surfing”) the device owner’s use of the lockscreen passcode. Mobile OS vendors partly mitigate this by implementing incremental backoff timers after a set number of failed unlock attempts, as well as a configurable full device wipe after several failed unlock attempts.
* Vulnerability exploit: Techniques have been periodically demonstrated that exploit mobile devices to bypass the lockscreen. The vulnerabilities are generally patched by the device or OS vendor once disclosed.(Citation: Wired-AndroidBypass)(Citation: Kaspersky-iOSBypass)
",https://attack.mitre.org/techniques/T1461,25 October 2017,19 April 2022,1.2,,Initial Access,Users can see if someone is watching them type in their device passcode.,"Android, iOS",Post-Adversary Device Access,,","
T1575,Native API,"Adversaries may use Android’s Native Development Kit (NDK) to write native functions that can achieve execution of binaries or functions. Like system calls on a traditional desktop operating system, native code achieves execution on a lower level than normal Android SDK calls.

The NDK allows developers to write native code in C or C++ that is compiled directly to machine code, avoiding all intermediate languages and steps in compilation that higher level languages, like Java, typically have. The Java Native Interface (JNI) is the component that allows Java functions in the Android app to call functions in a native library.(Citation: Google NDK Getting Started)

Adversaries may also choose to use native functions to execute malicious code since native actions are typically much more difficult to analyze than standard, non-native behaviors.(Citation: MITRE App Vetting Effectiveness)",https://attack.mitre.org/techniques/T1575,28 April 2020,08 April 2022,2.0,,"Defense Evasion, Execution",This is abuse of standard OS-level APIs and are therefore typically undetectable to the end user.,Android,Post-Adversary Device Access,,"(Citation: Securelist Asacub),(Citation: Lookout Uyghur Campaign),(Citation: WhiteOps TERRACOTTA),(Citation: Google Bread),(Citation: CYBERWARCON CHEMISTGAMES),(Citation: Palo Alto HenBox),"
T1464,Network Denial of Service,"Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the network bandwidth that services rely on, or by jamming the signal going to or coming from devices. 

A Network DoS will occur when an adversary is able to jam radio signals (e.g. Wi-Fi, cellular, GPS) around a device to prevent it from communicating. For example, to jam cellular signal, an adversary may use a handheld signal jammer, which jam devices within the jammer’s operational range.(Citation: NIST-SP800187) 

Usage of cellular jamming has been documented in several arrests reported in the news.(Citation: CNET-Celljammer)(Citation: NYTimes-Celljam)(Citation: Digitaltrends-Celljam)(Citation: Arstechnica-Celljam)",https://attack.mitre.org/techniques/T1464,25 October 2017,06 April 2022,1.2,,Impact,Unexpected loss of radio signal could indicate that a device is being actively jammed.,"Android, iOS",Post-Adversary Device Access,CEL-7,","
T1423,Network Service Scanning,"Adversaries may attempt to get a listing of services running on remote hosts, including those that may be vulnerable to remote software exploitation. Methods to acquire this information include port scans and vulnerability scans from the mobile device. This technique may take advantage of the mobile device's access to an internal enterprise network either through local connectivity or through a Virtual Private Network (VPN).",https://attack.mitre.org/techniques/T1423,25 October 2017,11 April 2022,1.1,,Discovery,"Network service scanning can be difficult to detect, and therefore enterprises may be better served focusing on detection at other stages of adversarial behavior.","Android, iOS",Post-Adversary Device Access,,","
T1509,Non-Standard Port,"Adversaries may generate network traffic using a protocol and port paring that are typically not associated. For example, HTTPS over port 8088 or port 587 as opposed to the traditional port 443. Adversaries may make changes to the standard port used by a protocol to bypass filtering or muddle analysis/parsing of network data.",https://attack.mitre.org/techniques/T1509,01 August 2019,06 April 2022,2.0,,Command and Control,"Application vetting reports may show network communications performed by the application, including hosts, ports, protocols, and URLs. Further detection would most likely be at the enterprise level, through packet and/or netflow inspection. Many properly configured firewalls may also naturally block command and control traffic over non-standard ports.","Android, iOS",Post-Adversary Device Access,,"(Citation: FortiGuard-FlexiSpy),(Citation: SWB Exodus March 2019),(Citation: Volexity Insomnia),(Citation: CheckPoint Cerberus),(Citation: Sophos Red Alert 2.0),(Citation: Bitdefender Mandrake),"
T1406,Obfuscated Files or Information,"Adversaries may attempt to make a payload or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the device or in transit. This is common behavior that can be used across different platforms and the network to evade defenses. 
 
Payloads may be compressed, archived, or encrypted in order to avoid detection. These payloads may be used during Initial Access or later to mitigate detection. Portions of files can also be encoded to hide the plaintext strings that would otherwise help defenders with discovery. Payloads may also be split into separate, seemingly benign files that only reveal malicious functionality when reassembled.(Citation: Microsoft MalLockerB) ",https://attack.mitre.org/techniques/T1406,25 October 2017,06 April 2022,3.0,,Defense Evasion,"Dynamic analysis, when used in application vetting, may in some cases be able to identify malicious code in obfuscated or encrypted form by detecting the code at execution time (after it is deobfuscated or decrypted). Some application vetting techniques apply reputation analysis of the application developer and can alert to potentially suspicious applications without actual examination of application code.","Android, iOS",Post-Adversary Device Access,APP-21,"(Citation: ThreatFabric Ginp),(Citation: Threat Fabric Cerberus),(Citation: Talos-WolfRAT),(Citation: Microsoft MalLockerB),(Citation: CYBERWARCON CHEMISTGAMES),(Citation: Talos GPlayed),(Citation: Talos Gustuff Apr 2019),(Citation: securelist rotexy 2018),(Citation: Bitdefender Mandrake),(Citation: Cybereason FakeSpy),(Citation: Securelist Asacub),(Citation: Lookout Uyghur Campaign),(Citation: TrendMicro-Obad),(Citation: WhiteOps TERRACOTTA),(Citation: PaloAlto-WireLurker),(Citation: CheckPoint-Charger),(Citation: Lookout-BrainTest),(Citation: Volexity Insomnia),(Citation: WeLiveSecurity AdDisplayAshas),(Citation: Lookout-Monokle),(Citation: Cybereason EventBot),(Citation: SecurityIntelligence TrickMo),(Citation: TrendMicro-XLoader),(Citation: FortiGuard-FlexiSpy),(Citation: Google Bread),(Citation: Palo Alto HenBox),(Citation: SecureList DVMap June 2017),(Citation: Lookout Dark Caracal Jan 2018),(Citation: Sophos Red Alert 2.0),(Citation: Google Security Zen),(Citation: Check Point-Joker),(Citation: BlackBerry Bahamut),(Citation: Trend Micro Bouncing Golf 2019),"
T1481.003,One-Way Communication,"Adversaries may use an existing, legitimate external Web service channel as a means for sending commands to a compromised system without receiving return output. Compromised systems may leverage popular websites and social media to host command and control (C2) instructions. Those infected systems may opt to send the output from those commands back over a different C2 channel, including to another distinct Web service. Alternatively, compromised systems may return no output at all in cases where adversaries want to send instructions to systems and do not want a response. 

 

Popular websites and social media, acting as a mechanism for C2, may give a significant amount of cover. This is due to the likelihood that hosts within a network are already communicating with them prior to a compromise. Using common services, such as those offered by Google or Twitter, makes it easier for adversaries to hide in expected noise. Web service providers commonly use SSL/TLS encryption, giving adversaries an added level of protection. ",https://attack.mitre.org/techniques/T1481/003,06 April 2022,06 April 2022,1.0,,Command and Control,"Application vetting services may provide a list of connections made or received by an application, or a list of domains contacted by the application.","Android, iOS",Post-Adversary Device Access,,"(Citation: ESET-Twitoor),"
T1644,Out of Band Data,"Adversaries may communicate with compromised devices using out of band data streams. This could be done for a variety of reasons, including evading network traffic monitoring, as a backup method of command and control, or for data exfiltration if the device is not connected to any Internet-providing networks (i.e. cellular or Wi-Fi). Several out of band data streams exist, such as SMS messages, NFC, and Bluetooth. 

 

On Android, applications can read push notifications to capture content from SMS messages, or other out of band data streams. This requires that the user manually grant notification access to the application via the settings menu. However, the application could launch an Intent to take the user directly there. 

 

On iOS, there is no way to programmatically read push notifications. ",https://attack.mitre.org/techniques/T1644,06 April 2022,29 April 2022,2.0,,Command and Control,"If a user sees a notification with text they do not recognize, they should review their list of installed applications.","Android, iOS",Post-Adversary Device Access,,"(Citation: Lookout Uyghur Campaign),(Citation: Lookout-StealthMango),(Citation: securelist rotexy 2018),(Citation: Talos Gustuff Apr 2019),(Citation: Kaspersky-Skygofree),(Citation: Lookout Desert Scorpion),(Citation: Lookout-Monokle),(Citation: Lookout-PegasusAndroid),(Citation: TrendMicro-RCSAndroid),(Citation: Kaspersky-WUC),(Citation: SecureList BusyGasper),(Citation: PaloAlto-SpyDealer),(Citation: SecurityIntelligence TrickMo),(Citation: Lookout-Pegasus),"
T1629.001,Prevent Application Removal,"Adversaries may abuse the Android device administration API to prevent the user from uninstalling a target application. In earlier versions of Android, device administrator applications needed their administration capabilities explicitly deactivated by the user before the application could be uninstalled. This was later updated so the user could deactivate and uninstall the administrator application in one step.

Adversaries may also abuse the device accessibility APIs to prevent removal. This set of APIs allows the application to perform certain actions on behalf of the user and programmatically determine what is being shown on the screen. The malicious application could monitor the device screen for certain modals (e.g., the confirmation modal to uninstall an application) and inject screen input or a back button tap to close the modal.",https://attack.mitre.org/techniques/T1629/001,01 April 2022,05 April 2022,1.0,,Defense Evasion,Users can view a list of device administrators and applications that have registered accessibility services in device settings. Users can typically visually see when an action happens that they did not initiate and can subsequently review installed applications for any out of place or unknown ones. Applications that register an accessibility service or request device administrator permissions should be scrutinized further for malicious behavior.,Android,Post-Adversary Device Access,APP-22,"(Citation: TrendMicro-Obad),(Citation: Bitdefender Mandrake),"
T1424,Process Discovery,"Adversaries may attempt to get information about running processes on a device. Information obtained could be used to gain an understanding of common software/applications running on devices within a network. Adversaries may use the information from [Process Discovery](https://attack.mitre.org/techniques/T1424) during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions. 

 

Recent Android security enhancements have made it more difficult to obtain a list of running processes. On Android 7 and later, there is no way for an application to obtain the process list without abusing elevated privileges. This is due to the Android kernel utilizing the `hidepid` mount feature. Prior to Android 7, applications could utilize the `ps` command or examine the `/proc` directory on the device.(Citation: Android-SELinuxChanges) 

 

In iOS, applications have previously been able to use the `sysctl` command to obtain a list of running processes. This functionality has been removed in later iOS versions. ",https://attack.mitre.org/techniques/T1424,25 October 2017,30 March 2022,2.0,,Discovery,"Mobile security products can typically detect rooted devices, which is an indication that Process Discovery is possible. Application vetting could potentially detect when applications attempt to abuse root access or root the system itself. Further, application vetting services could look for attempted usage of legacy process discovery mechanisms, such as the usage of `ps` or inspection of the `/proc` directory.","Android, iOS",Post-Adversary Device Access,,"(Citation: Talos-WolfRAT),(Citation: securelist rotexy 2018),(Citation: Zimperium z9),(Citation: Palo Alto HenBox),(Citation: CheckPoint Agent Smith),(Citation: Trend Micro Bouncing Golf 2019),"
T1631,Process Injection,"Adversaries may inject code into processes in order to evade process-based defenses or even elevate privileges. Process injection is a method of executing arbitrary code in the address space of a separate live process. Running code in the context of another process may allow access to the process's memory, system/network resources, and possibly elevated privileges. Execution via process injection may also evade detection from security products since the execution is masked under a legitimate process. 

Both Android and iOS have no legitimate way to achieve process injection. The only way this is possible is by abusing existing root access or exploiting a vulnerability.",https://attack.mitre.org/techniques/T1631,30 March 2022,05 April 2022,1.0,,"Defense Evasion, Privilege Escalation",Application vetting services could look for misuse of dynamic libraries.,"Android, iOS",Post-Adversary Device Access,,","
T1636,Protected User Data,"Adversaries may utilize standard operating system APIs to collect data from permission-backed data stores on a device, such as the calendar or contact list. These permissions need to be declared ahead of time. On Android, they must be included in the application’s manifest. On iOS, they must be included in the application’s `Info.plist` file.  

 

In almost all cases, the user is required to grant access to the data store that the application is trying to access. In recent OS versions, vendors have introduced additional privacy controls for users, such as the ability to grant permission to an application only while the application is being actively used by the user. 

 

If the device has been jailbroken or rooted, an adversary may be able to access [Protected User Data](https://attack.mitre.org/techniques/T1636) without the user’s knowledge or approval. ",https://attack.mitre.org/techniques/T1636,01 April 2022,11 April 2022,1.0,,Collection,"Users can view permissions granted to an application in device settings. Application vetting services typically flag permissions requested by an application, which can be reviewed by an administrator. Certain dangerous permissions, such as `RECEIVE_SMS`, could receive additional scrutiny.","Android, iOS",Post-Adversary Device Access,APP-13,","
T1604,Proxy Through Victim,"Adversaries may use a compromised device as a proxy server to the Internet. By utilizing a proxy, adversaries hide the true IP address of their C2 server and associated infrastructure from the destination of the network traffic. This masquerades an adversary’s traffic as legitimate traffic originating from the compromised device, which can evade IP-based restrictions and alerts on certain services, such as bank accounts and social media websites.(Citation: Threat Fabric Exobot)

The most common type of proxy is a SOCKS proxy. It can typically be implemented using standard OS-level APIs and 3rd party libraries with no indication to the user. On Android, adversaries can use the `Proxy` API to programmatically establish a SOCKS proxy connection, or lower-level APIs to interact directly with raw sockets.",https://attack.mitre.org/techniques/T1604,30 November 2020,24 October 2022,1.0,,Defense Evasion,"Enterprises may be able to detect anomalous traffic originating from mobile devices, which could indicate compromise.",Android,Post-Adversary Device Access,,"(Citation: Threat Fabric Exobot),"
T1631.001,Ptrace System Calls,"Adversaries may inject malicious code into processes via ptrace (process trace) system calls in order to evade process-based defenses as well as possibly elevate privileges. Ptrace system call injection is a method of executing arbitrary code in the address space of a separate live process.  

Ptrace system call injection involves attaching to and modifying a running process. The ptrace system call enables a debugging process to observe and control another process (and each individual thread), including changing memory and register values.(Citation: PTRACE man) Ptrace system call injection is commonly performed by writing arbitrary code into a running process (e.g., by using `malloc`) then invoking that memory with `PTRACE_SETREGS` to set the register containing the next instruction to execute. Ptrace system call injection can also be done with `PTRACE_POKETEXT`/`PTRACE_POKEDATA`, which copy data to a specific address in the target process's memory (e.g., the current address of the next instruction).(Citation: PTRACE man)(Citation: Medium Ptrace JUL 2018)  

Ptrace system call injection may not be possible when targeting processes with high-privileges, and on some systems those that are non-child processes.(Citation: BH Linux Inject)  

Running code in the context of another process may allow access to the process's memory, system/network resources, and possibly elevated privileges. Execution via ptrace system call injection may also evade detection from security products since the execution is masked under a legitimate process.",https://attack.mitre.org/techniques/T1631/001,30 March 2022,05 April 2022,1.0,,"Defense Evasion, Privilege Escalation",Application vetting services could look for misuse of dynamic libraries.,"Android, iOS",Post-Adversary Device Access,,"(Citation: Google Triada June 2019),(Citation: Google Security Zen),(Citation: Google Project Zero Insomnia),(Citation: Kaspersky Triada March 2016),"
